Office Code,Office Name,Office Name in Bangla,Office Address,Mobile,Email,is Payment office,Payment office Code
274,"Sales and Distribution Division-3, Sylhet","বিক্রয় ও বিতরণ বিভাগ-৩, বিউবো, সিলেট","Kalapara, Sheikhghat, Sylhet",,,FALSE,149
275,"Sales and Distribution Division-4, Sylhet","বিক্রয় ও বিতরণ বিভাগ-৪, বিউবো, সিলেট","Akhalia, Kumargoan, Sylhet",,,FALSE,149
276,"Sales and Distribution Division, Sunamgonj","বিক্রয় ও বিতরণ বিভাগ, বিউবো, সুনামগঞ্জ",Sunamganj,,,FALSE,149
277,Derai ESU,"দিরাই বিদ্যুৎ সরবরাহ, বিউবো, দিরাই, সুনামগঞ্জ","Derai, Sunamgonj",,,FALSE,149
278,"Sales and Distribution Division, Chatak","বিক্রয় ও বিতরণ বিভাগ, ছাতক,বিউবো, সুনামগঞ্জ","Chatak, Sunamgonj",,,FALSE,149
279,"O&M Circle, Moulavibazar","পরিচালন ও সংরক্ষণ সার্কেল, বিউবো, মৌলভীবাজার","MOULAVI BAZAR SADAR, MOULVIBAZAR",,,FALSE,149
280,"Sales and Distribution Division, Moulavibazar","বিক্রয় ও বিতরণ বিভাগ, বিউবো, মৌলভীবাজার",Moulavi Bazar,,,FALSE,149
281,"Sales and Distribution Division, Hobigonj","বিক্রয় ও বিতরণ বিভাগ, বিউবো, হবিগঞ্জ",Hobiganj,,,FALSE,158
282,"Sales and Distribution Division, Kulaura","বিক্রয় ও বিতরণ বিভাগ, কুলাউড়া, বিউবো, মৌলভীবাজার","Chatalgaon, Kulaura",,,FALSE,149
284,"ESU, Jagannathpur","জগন্নাথপুর বিদ্যুৎ সরবরাহ, বিউবো, সুনামগঞ্জ","Jagannathpur, Sunamganj",,,FALSE,149
285,"ESU, Jaintapur","জৈন্তাপুর বিদ্যুৎ সরবরাহ, বিউবো, সিলেট","Jaintapur,Sylhet",,,FALSE,149
346,"Chief Engineer, Distribution Central Zone, Mymensing","প্রধান প্রকৌশলীর দপ্তর, বিতরণ কেন্দ্রীয় অঞ্চল, বিউবো, ময়মনসিংহ","Kawatkhali, Mymensing",,,FALSE,144
347,"Commercial Operation, Dist Central Zone, Mymensing","বাণিজ্যিক পরিচালন, বিতরণ কেন্দ্রীয় অঞ্চল, বিউবো, ময়মনসিংহ",Mymensingh,,,FALSE,144
348,"O&M Circle-1, Mymensingh","পরিচালন ও সংরক্ষণ সার্কেল-১, বিউবো, ময়মনসিংহ",Mymensingh,,,FALSE,144
349,"Sales and Distribution Division-1, North, Mymensing","বিক্রয় ও বিতরণ বিভাগ-১ (উত্তর), বিউবো, ময়মনসিংহ","Kewatkhali, Mymensingh",,,FALSE,144
350,"ESU,Fulbaria","ফুলবাড়ীয়া বিদ্যুৎ সরবরাহ, বিউবো, ময়মনসিংহ","Fulbaria, Mymensingh",,,FALSE,144
351,"ESU, Muktagacha","মুক্তাগাছা বিদ্যুৎ সরবরাহ, বিউবো, ময়মনসিংহ","Muktagacha, Mymensingh",,,FALSE,144
352,"ESU, Ishwarganj","ঈশ্বরগঞ্জ বিদ্যুৎ সরবরাহ, বিউবো, ময়মনসিংহ","Iswarganj, Mymensingh",,,FALSE,145
353,"ESU, Gauripur","গৌরীপুর বিদ্যুৎ সরবরাহ, বিউবো, ময়মনসিংহ","Gouripur, Mymensingh",,,FALSE,145
354,"Sales and Distribution Division, Fulpur","বিক্রয় ও বিতরণ বিভাগ, ফুলপুর, বিউবো, ময়মনসিংহ","Fulpur, Mymensingh",,,FALSE,145
355,"ESU, Haluaghat, Fulpur","হালুয়াঘাট বিদ্যুৎ সরবরাহ, বিউবো, ময়মনসিংহ","Haluaghat, Mymensingh",,,FALSE,145
356,"Sales and Distribution Division-2, South, Mymensingh","বিক্রয় ও বিতরণ বিভাগ-২ (দক্ষিণ), বিউবো, ময়মনসিংহ","22 J.C. Guho Road, Mymensingh",,,FALSE,144
357,"Sales and Distribution Division, Trishal","বিক্রয় ও বিতরণ বিভাগ, ত্রিশাল, বিউবো, মময়মনসিংহ","Trishal, Mymensingh",,,FALSE,144
358,"Sales and Distribution Division, Bhaluka","বিক্রয় ও বিতরণ বিভাগ, ভালুকা, বিউবো, মময়মনসিংহ","Bhaluka, Mymensingh",,,FALSE,144
359,"Sales and Distribution Division, Gafargaon","বিক্রয় ও বিতরণ বিভাগ, গফরগাঁও, বিউবো, ময়মনসিংহ","GAFFARGAON,Mymensingh",,,FALSE,144
360,"Sales and Distribution Division, Netrokona","বিক্রয় ও বিতরণ বিভাগ, নেত্রকোণা, বিউবো, নেত্রকোণা",NETROKONA,,,FALSE,145
361,"Sales and Distribution Division, Kishoreganj","বিক্রয় ও বিতরণ বিভাগ, বিউবো, কিশোরগঞ্জ","Rathkhola, Kishoreganj",,,FALSE,145
362,"Sales and Distribution Division, Bajitpur","বিক্রয় ও বিতরণ বিভাগ, বাজিতপুর, বিউবো, কিশোরগঞ্জ","BAJITPUR, Kishoregonj",,,FALSE,145
363,"Sales and Distribution Division, Bhairab","বিক্রয় ও বিতরণ বিভাগ, ভৈরব, বিউবো, কিশোরগঞ্জ","BHAIRAB, Kishoregonj",,,FALSE,145
364,"ESU, Shimul Kandi, Bhairab","শিমুলকান্দি বিদ্যুৎ সরবরাহ, বিউবো, ভৈরব","SHIMULKANDI, Kishoregonj",,,FALSE,145
365,"ESU, Kuliarchar, Bhairab","কুলিয়ারচর বিদ্যুৎ সরবরাহ, বিউবো, ভৈরব","KULIARCHAR, Kishoregonj",,,FALSE,145
366,"Sales and Distribution Division, Sherpur","বিক্রয় ও বিতরণ বিভাগ, বিউবো, শেরপুর",SHERPUR,,,FALSE,145
367,"ESU, Nakhla, Sherpur","নকলা বিদ্যুৎ সরবরাহ, বিউবো, শেরপুর","NAKLA, Sherpur",,,FALSE,145
368,"ESU, Sribordi, Sherpur","শ্রীবর্দী বিদ্যুৎ সরবরাহ, বিউবো, শেরপুর","SREEBORDI, Sherpur",,,FALSE,145
369,"ESU, Nalitabari,Sherpur","নালিতাবাড়ূী বিদ্যুৎ সরবরাহ, বিউবো, শেরপুর","NALITABARI, Sherpur",,,FALSE,145
370,"ESU, Jhinaigati, Sherpur","ঝিনাইগাতী বিদ্যুৎ সরবরাহ, বিউবো, শেরপুর","JHINAIGATI,SHERPUR",,,FALSE,145
371,"O&M Circle, Tangail","পরিচালন ও সংরক্ষণ সার্কেল, বিউবো, টাঙ্গাইল","Bailla, Tangail",,,FALSE,143
372,"Sales and Distribution Division-1, Tangail","বিক্রয় ও বিতরণ বিভাগ-১, বিউবো, টাঙ্গাইল",TANGAIL,,,FALSE,143
373,"Sales and Distribution Division-2, Tangail","বিক্রয় ও বিতরণ বিভাগ-২, বিউবো, টাঙ্গাইল",TANGAIL,,,FALSE,143
374,"Sales and Distribution Division, Sakhipur","বিক্রয় ও বিতরণ বিভাগ, সখিপুর, বিউবো, টাঙ্গাইল","SAKHIPUR, Tangail",,,FALSE,143
375,"Sales and Distribution Division, Bhuapur","বিক্রয় ও বিতরণ বিভাগ, ভূঞাপুর, বিউবো, টাঙ্গাইল","BHUAPUR, Tangail",,,FALSE,143
376,"Sales and Distribution Division, Ghatail","বিক্রয় ও বিতরণ বিভাগ, ঘাটাইল, বিউবো, টাঙ্গাইল","GHATAIL, Tangail",,,FALSE,143
377,"Sales and Distribution Division, Kalihati","বিক্রয় ও বিতরণ বিভাগ, কালিহাতী, বিউবো, টাঙ্গাইল","KALIHATI, Tangail",,,FALSE,143
378,"Sales and Distribution Division, Jamalpur","বিক্রয় ও বিতরণ বিভাগ, বিউবো, জামালপুর",JAMALPUR,,,FALSE,144
379,"Sales and Distribution Division, Sarishabari","বিক্রয় ও বিতরণ বিভাগ, সরিষাবাড়ী, বিউবো, জামালপুর","SARISHABARI, Jamalpur",,,FALSE,144
380,"General Manager, Commercial Operation","মহাব্যবস্থাপক এর দপ্তর, বাণিজ্যিক পরিচালন, বিউবো, ঢাকা","Bidyut Bhaban, 14th flr. 1 No A.Goni . Road, Dhaka",,,FALSE,139
381,"Energy Auditing Unit, Dhaka","এনার্জি অডিটিং ইউনিট, বিউবো, ঢাকা","Bidyut Bhaban, 6th fl. Dhaka",,,FALSE,140
382,"Energy Auditing Unit Division, Dhaka","এনার্জি অডিটিং ইউনিট বিভাগ, বিউবো, ঢাকা","Energy Auditing Unit, Bidyut Bhaban, 6th flr. Dhaka",,,FALSE,139
383,"Energy Auditing Unit Division-1, Chittagong","এনার্জি অডিটিং ইউনিট বিভাগ-১, বিউবো, চট্টগাম","Energy Auditing Unit Division-1, Chittagong",,,FALSE,141
384,"Energy Auditing Unit Division-2, Chittagong","এনার্জি অডিটিং ইউনিট বিভাগ-২, বিউবো, চট্টগাম","Energy Auditing Unit Division-2, Chittagong",,,FALSE,141
385,"Energy Auditing Unit Division-3, Chittagong","এনার্জি অডিটিং ইউনিট বিভাগ-৩, বিউবো, চট্টগাম","Energy Auditing Unit Division-3, Chittagong",,,FALSE,141
386,"Energy Auditing Unit Division, Comilla","এনার্জি অডিটিং ইউনিট বিভাগ, বিউবো, কুমিল্লা","Jangalia, Comilla",,,FALSE,147
387,"Energy Auditing Unit Division, Rajshahi","এনার্জি অডিটিং ইউনিট বিভাগ, বিউবো, রাজশাহী",Rajshahi,,,FALSE,1026
388,"Energy Auditing Unit Division, Rangpur","এনার্জি অডিটিং ইউনিট বিভাগ, বিউবো, রংপুর",Rangpur,,,FALSE,150
389,"Energy Auditing Unit Division, Bogra","এনার্জি অডিটিং ইউনিট বিভাগ, বিউবো, বগুড়া",Bogra,,,FALSE,150
390,"Energy Auditing Unit Division, Mymensing","এনার্জি অডিটিং ইউনিট বিভাগ, বিউবো, ময়মনসিংহ।",Mymensingh,,,FALSE,144
391,"Energy Auditing Unit Division, Sylhet","এনার্জি অডিটিং ইউনিট বিভাগ, বিউবো, সিলেট।",Sylhet,,,FALSE,149
392,"Energy Auditing Unit Division, Khulna","এনার্জি অডিটিং ইউনিট বিভাগ, খুলনা",Khulna,,,FALSE,160
393,"Energy Auditing Unit Division, BPDB, Jessore.","এনার্জি অডিটিং ইউনিট বিভাগ, বিউবো, যশোর।",Jessore,,,FALSE,160
394,"Energy Auditing Unit Division, Barishal","এনার্জি অডিটিং ইউনিট বিভাগ, বিউবো, বরিশাল","PDB, Barisal",,,FALSE,152
395,"Computer Centre, Dhaka","ঢাকা কম্পিউটার কেন্দ্র, বিউবো, ঢাকা","WAPDA Bhaban (4th fl), Motijheel, Dhaka-1000",,,FALSE,140
396,Consumer Affairs,"কঞ্জিউমার এ্যাফেয়ার্স, বিউবো, ঢাকা","Biddyut Bhaban, 5th flr. Dhaka",,,FALSE,139
397,"Chief Engineer, Distribution Project","প্রধান প্রকৌশলীর দপ্তর, বিতরণ প্রকল্প, বিউবো, ঢাকা","Biddyut Bhaban, (6th fl). Dhaka-1000",,,FALSE,139
398,"Energy Auditing Unit-2, BPDB, Dhaka.","এনার্জি অডিটিং ইউনিট বিভাগ-২, বিউবো, ঢাকা। ","Biddyut Bhaban, Dhaka-1000",,,FALSE,139
412,"Office of the Member, Planning and Development","সদস্য (পরিকল্পনা ও উন্নয়ন), বিউবো, ঢাকা","Wapda Bhaban, Motijheel C/A. Dhaka-1000",,,FALSE,140
413,"Chief Engineer, Civil Works","প্রধান প্রকৌশলীর দপ্তর, পূর্তকর্ম, বিউবো, ঢাকা","Biddyut Bhaban, Gr. flr. Dhaka",,,FALSE,140
414,Directorate of Civil Works,"পূর্তকর্ম পরিদপ্তর, বিউবো, ঢাকা","Biddyut Bhaban, 4th flr. Dhaka",,,FALSE,139
415,"Civil Construction Division 1, Dhaka","পূর্ত নির্মাণ বিভাগ-১, বিউবো, ঢাকা","Bidyut Bhaban, 9th flr. Dhaka",,,FALSE,140
416,"Civil Construction Division 2, Dhaka","পূর্ত নির্মাণ বিভাগ-২, বিউবো, ঢাকা","Bidyut Bhaban, 4th flr. 1 No. A. G. Road, Dhaka",,,FALSE,139
417,"Regional Civil Construction Division, Chittagong","আঞ্চলিক পূর্ত নির্মাণ বিভাগ, বিউবো, চট্টগ্রাম","OFFICE OF THE XEN, REGIONAL CIVIL CONSTRUCTION DIVISION, CHITTAGONG",,,FALSE,141
419,"PC Pole Construction Plant, Aricha","পিসি পোল নির্মাণ প্ল্যান্ট, আরিচা","OFFICE OF THE XEN, P. C. POLE CONSTRUCTION PLANT, ARICHA",,,FALSE,139
420,"PC Pole Construction Plant, Chittagong","পিসি পোল নির্মাণ প্ল্যান্ট, বিউবো, চট্টগ্রাম","OFFICE OF THE XEN, P. C. POLE CONSTRUCTION PLANT, CHITTAGONG",,,FALSE,142
421,Directorate of Design & Inspection III,"নক্সা ও পরিদর্শন-৩ পরিদপ্তর, বিউবো, ঢাকা","OFFICE OF THE DIRECTOR, DESIGN & INSPECTION - III, Bidyut Bhaban, 8th flr. Dhaka",,,FALSE,140
422,"Chief Engineer, Services","প্রধান প্রকৌশলী, সার্ভিসেস এর দপ্তর, বিউবো, ঢাকা","Biddyut Bhaban, 3rd flr. Dhaka.",,,FALSE,139
423,Office of System Protection and Testing Commissioning,"সিস্টেম প্রটেকশন অ্যান্ড টেস্টিং কমিশনিং দপ্তর, বিউবো, ঢাকা","Biddyut Bhaban, 11th fl. Dhaka",,,FALSE,140
424,Directorate of Electrical Equipment,"বৈদ্যুতিক সরঞ্জাম পরিদপ্তর, বিউবো, ঢাকা","Bidyut Bhaban, 4th flr. Dhaka",,,FALSE,140
425,"Central Store, Tongi, Gazipur","কেন্দ্রীয় ভান্ডার, বিউবো, টঙ্গী, গাজীপুর।","TONGI, Gazipur",,,FALSE,487
426,"Deputy Director, Stores, Fouzdarhat, Chittagong","কেন্দ্রীয় ভান্ডার, বিউবো, ফৌজদারহাট, চট্টগ্রাম","FOUZDARHAT, CHITTAGONG",,,FALSE,141
427,"Deputy Director, Stores, Khulna","কেন্দ্রীয় ভান্ডার, বিউবো, খুলনা",KHULNA,,,FALSE,160
428,"Deputy Director, Stores, Ishurdi","কেন্দ্রীয় ভান্ডার, বিউবো, ঈশ্বরদী, পাবনা","ISHWARDI,Pabna",,,FALSE,161
429,"Generation Diesel, BPDB, Postagola, Dhaka","জেনারেশন ডিজেল, বিউবো, পোস্তগোলা, ঢাকা","১২০/সি, করিমউল্লারবাগ, শহীদ ম্যানশন (৩য় তলা), পোস্তগোলা, ঢাকা-১২০৪।",,,FALSE,140
430,"Directorate of Clearance & Movement, Chittagong","শুল্কমুক্তি ও স্থানান্তর পরিদপ্তর, বিউবো, চট্টগ্রাম","AGRABAD, CHITTAGONG",,,FALSE,141
431,"Central Equipment Repairing Shop, Tongi","কেন্দ্রীয় সরঞ্জাম মেরামত কারখানা, বিউবো, টঙ্গী, গাজীপুর","TONGI, GAZIPUR",,,FALSE,487
432,"Chief Engineer, Planning and Design","প্রধান প্রকৌশলী, পিএন্ডডি এর দপ্তর, বিউবো, ঢাকা","WAPDA BHABAN, 1ST FLR. DHAKA",,,FALSE,140
433,Directorate of Programme,"কার্যক্রম পরিদপ্তর, বিউবো, ঢাকা","Biddyut Bhaban, 15th fl. Dhaka",,,FALSE,140
434,Directorate of System Planning,"বিদ্যুৎ পরিকল্পনা পরিদপ্তর, বিউবো, ঢাকা","WAPDA BHABAN, 5TH FLR. MOTIJHEEL, DHAKA-1000",,,FALSE,140
435,Directorate of Project Planning,"প্রকল্প পরিকল্পনা পরিদপ্তর, বিউবো, ঢাকা","WAPDA BHABAN, 5TH FLR. MOTIJHEEL, DHAKA-1000",,,FALSE,140
436,Directorate of Design & Inspection I,"নক্সা ও পরিদর্শন-১ পরিদপ্তর, বিউবো, ঢাকা","9/B, MOTIJHEEL, DHAKA",,,FALSE,140
437,Directorate of Design & Inspection II,"নক্সা ও পরিদর্শন-২ পরিদপ্তর, বিউবো, ঢাকা",9 B Motijheel C/A. Dhaka-1000,,,FALSE,140
438,Directorate of Renewable Energy and Research & Development,"নবায়নযোগ্য জ্বালানি এবং গবেষণা ও উন্নয়ন পরিদপ্তর, বিউবো, ঢাকা","Biddyut Bhaban, (15th fl). Dhaka.",,,FALSE,140
439,"Chief Engineer, Power Station Construction","প্রধান প্রকৌশলী, বিদ্যুৎ কেন্দ্র নির্মাণ এর দপ্তর, বিউবো, ঢাকা","Biddyut Bhaban, Dhaka",,,FALSE,139
453,"Bibiyana South, 400 MW Combined Cycle Power Plant","বিবিয়ানা (দক্ষিণ) ৪০০ মেঃওঃ কঃসাঃ বিদ্যুৎ কেন্দ্র, বিউবো, হবিগঞ্জ","BPDB, Habigonj",,,FALSE,636
457,"Office of the Member, Company Affairs","সদস্য (কোম্পানি এ্যাফেয়াস), বাংলাদেশ বিদ্যুৎ উন্নয়ন বোর্ড, ঢাকা","Wapda Building (1st Fl), Motijheel Dhaka-1000",,,FALSE,140
458,"Chief Engineer, Company Affairs","প্রধান প্রকৌশলী, কোম্পানী এ্যাফেয়ার্স এর দপ্তর","Biddyut Bhaban, 1 Abdul Goni Road,Dhaka",,,FALSE,140
459,"Chief Engineer, Private Generation (IPP/PPP)","প্রধান প্রকৌশলী, প্রাইভেট জ্জেনারেশন এর দপ্তর, বিউবো, ঢাকা","Biddyut Bhaban, 1 Abdul Goni Road, Dhaka",,,FALSE,139
460,"IPP Cell 1, BPDB, Dhaka","আইপিপি সেল-১, বিউবো, ঢাকা","Biddyut Bhaban, 1 Abdul Goni Road, Dhaka",,,FALSE,139
461,IPP Cell 2,"আইপিপি সেল-২, বিউবো, ঢাকা","Bidduyt Bhaban, 1 Abdul Goni Road, Dhaka",,,FALSE,139
462,IPP Cell 3,"আইপিপি সেল-৩, বিউবো, ঢাকা","Bidduth Bhaban, 1 Abdul Goni Road, Dhaka",,,FALSE,140
464,"Commercial Operation, Chittagong","বাণিজ্যিক পরিচালন, বিউবো, চট্টগ্রাম","Biddyut Bhaban, Agrabad, Ctittagong",,,FALSE,141
468,"Zonal Repairing Shop, Tongi","আঞ্চলিক মেরামত কারখানা, বিউবো, টঙ্গী, গাজীপুর","Tongi, Gazipur",,,FALSE,487
469,"Deputy Director, Clearance and Movement,Dhaka","শুল্কমুক্তি ও স্থানান্তর, বিউবো, ঢাকা","Dupty Director Clearing & Movement, Dhaka, Bidduth Bhaban",,,FALSE,140
470,"Deputy Director, Clearance and Movement, Chittagong","শুল্কমুক্তি ও স্থানান্তর, বিউবো, চট্টগ্রাম","BPDB, Chittagong",,,FALSE,141
471,"Deputy Director, Clearance and Movement, Khulna","শুল্কমুক্তি ও স্থানান্তর, বিউবো, খুলনা","BPDB, Khulna",,,FALSE,160
474,Siddhirganj Power Station High School,"সিদ্ধিরগঞ্জ বিদ্যুৎ কেন্দ্র উচ্চ বিদ্যালয়, বিউবো, সিদ্ধিরগঞ্জ, নারায়ণগঞ্জ","Siddirgong, Narayangong",,,FALSE,156
486,"Zonal Repairing Shop, Chittagong","আঞ্চলিক মেরামত কারখানা, বিউবো, চট্টগ্রাম","Monsurabad, CTG",,,FALSE,141
487,"RAO, Tongi, Gazipur.","আহিদ, বিউবো, টঙ্গী, গাজীপুর","Tongi 80MW GTPS, BPDB, Tongi, Gazipur.",,,TRUE,487
495,"Manager, Operation,Ghorashal Power Station, Unit 3","ব্যবস্থাপক (পরিচালন) এর দপ্তর, ঘোড়াশাল বিদ্যুৎ কেন্দ্র, ইউনিট-৩, বিউবো, পলাশ, নরসিংদী","Ghorasal, Polas, Narsingdi",,,FALSE,157
496,"Manager, Maintenance,Ghorashal Power Station, Unit 1-2","ব্যবস্থাপক (সংরক্ষণ) এর দপ্তর, ঘোড়াশাল বিদ্যুৎ কেন্দ্র, ইউনিট ১-২, বিউবো, পলাশ, নরসিংদী","Ghorasal, Palash, Narsingdi",,,FALSE,157
497,"Manager, Operation,Ghorashal Power Station, Unit 5-6","ব্যবস্থাপক (পরিচালন) এর দপ্তর, ঘোড়াশাল বিদ্যুৎ কেন্দ্র, ইউনিট ৫-৬, বিউবো, পলাশ, নরসিংদী","Ghorasal, palash, Narsingdi",,,FALSE,157
498,"Manager, Maintenance,Ghorashal Power Station, Unit 5-6","ব্যবস্থাপক (সংরক্ষণ) এর দপ্তর, ঘোড়াশাল বিদ্যুৎ কেন্দ্র, ইউনিট ৫-৬, বিউবো, পলাশ, নরসিংদী","Ghorasal, Palash, Norshingdi",,,FALSE,157
500,"Manager, Operation, Siddhirganj 210 MW Power Station","ব্যবস্থাপক (পরিচালন) এর দপ্তর, সিদ্ধিরগঞ্জ ২১০ মেঃওঃ বিদ্যুৎ কেন্দ্র, বিউবো, সিদ্ধিরগঞ্জ, নারায়ণগঞ্জ","Siddirgong, Narayangong",,,FALSE,156
519,"Sales and Distribution Division, Shakhipur","বিক্রয় ও বিতরণ বিভাগ, সখিপুর, বিউবো, টাঙ্গাইল",Tangail,,,FALSE,145
535,"Manager (Operation) Unit-3, Barapukuria Power Station","ব্যবস্থাপক (পরিচালন) এর দপ্তর, ইউনিট-৩, বড়পুকুরিয়া কয়লাভিত্তিক তাপ বিদ্যুৎ কেন্দ্র, বিউবো, দিনাজপুর","BARAPUKURIA,DINAJPUR",,,FALSE,165
549,"Sales and Distribution Division,Khagrachari","বিক্রয় ও বিতরণ বিভাগ, বিউবো, খাগড়াছড়ি",Chittagong,,,FALSE,141
564,Directorate of Coal Power Generation,"কোল পাওয়ার জেনারেশন পরিদপ্তর, বিউবো, ঢাকা",Dhaka,,,FALSE,139
565,Directorate of SBU,"এসবিইউ পরিদপ্তর, বিউবো, ঢাকা",Dhaka,,,FALSE,139
568,"RAO,Chandpur","আহিদ, বিউবো, চাঁদপুর",Chandpur,,,TRUE,568
569,Shahjibazar 330 MW Combined Cycle Power Plant,"শাহজীবাজার ৩৩০ মেঃ ওঃ কম্বাইন্ড সাইকেল বিদ্যুৎ কেন্দ্র, বিউবো, হবিগঞ্জ",Hobigonj,,,FALSE,158
576,"SCADA, Chittagong","স্ক্যাডা, বিউবো, চট্টগ্রাম",Chittagong,,,FALSE,142
577,Shikalbaha 225 MW Duel Fuel Combined Cycle Power Plant,"শিকলবাহা ২২৫ মেঃওঃ ডুয়েল ফুয়েল কম্বাইন্ড সাইকেল বিদ্যুৎ কেন্দ্র, বিউবো, চট্টগ্রাম",Chittagong,,,FALSE,159
579,"Pre-Paid Metering Project, Comilla-Mymensing Zone, BPDB, Dhaka","প্রি-পেইড মিটারিং প্রকল্প, কুমিল্লা-ময়মনসিংহ জোন, বিউবো, ঢাকা",Comilla,,,FALSE,149
580,Chapainababganj 100 MW HFO Based Power Station,"চাঁপাইনবাবগঞ্জ ১০০ মেঃওঃ এইচ.এফ.ও পাওয়ার প্ল্যান্ট, বিউবো, চাঁপাইনবাবগঞ্জ",Chapainababganj,,,FALSE,1026
582,"Manager, Operation,Ghorashal Power Station, Unit 1-2","ব্যবস্থাপক (পরিচালন) এর দপ্তর, ঘোড়াশাল বিদ্যুৎ কেন্দ্র, ইউনিট ১-২, বিউবো, পলাশ, নরসিংদী",Narshindhi,,,FALSE,157
583,Bhola 225 MW Combined Cycle Power Station,"ভোলা ২২৫ মেঃওঃ কম্বাইন্ড সাইকেল বিদ্যুৎ কেন্দ্র, বিউবো, ভোলা",Bhola,,,FALSE,1027
586,"Manager, Operation,Ghorashal Power Station, Unit 7","ব্যবস্থাপক (পরিচালন) এর দপ্তর, ঘোড়াশাল বিদ্যুৎ কেন্দ্র, ইউনিট-৭, বিউবো, পলাশ, নরসিংদী",Narshindhi,,,FALSE,157
587,Barishal 40 MW GT Power Station,"বরিশাল ৪০ মেঃওঃ গ্যাস টারবাইন বিদ্যুৎ কেন্দ্র, বিউবো, বরিশাল",Barishal,,,FALSE,152
591,"Manager (Maintenance) Unit 1-2, Barapukuria Power Station","ব্যবস্থাপক (সংরক্ষণ), ১-২ ইউনিট, বড়পুকুরিয়া তাপ বিদ্যুৎ কেন্দ্র, বিউবো, দিনাজপুর",DINAJPUR,,,FALSE,165
594,"ESU, Ruma, Bandarban","রুমা বিদ্যুৎ সরবরাহ, বিউবো, বান্দরবান",,,,FALSE,141
595,"ESU, Rowanchari, Bandarban","রোয়াংছড়ি বিদ্যুৎ সরবরাহ, বিউবো, বান্দরবান",,,,FALSE,141
597,"Sales and Distribution Division,  Division-5, Sylhet","বিক্রয় ও বিতরণ বিভাগ-৫, বিউবো, সিলেট",,,,FALSE,149
598,"Sales and Distribution Division 3, Mymensing","বিক্রয় ও বিতরণ বিভাগ-৩, বিউবো, ময়মনসিংহ",,,,FALSE,145
599,"Manager (Operation) Unit 1-2 , Barapukuria Power Plant","ব্যবস্থাপক (পরিচালন), ১-২ ইউনিট, বড়পুকুরিয়া তাপ বিদ্যুৎ কেন্দ্র, বিউবো, দিনাজপুর",Dinajpur,,,FALSE,165
602,"Sales and Distribution Division,  Division-3, Tangail","বিক্রয় ও বিতরণ বিভাগ-৩, বিউবো, টাঙ্গাইল",Tangail,,,FALSE,143
604,"Regional Civil Construction Division, Mymensingh","আঞ্চলিক পূর্ত নির্মাণ বিভাগ, বিউবো, ময়মনসিংহ",,,,FALSE,139
605,"PC Pole Construction Plant, Syedpur","পিসি পোল নির্মাণ প্ল্যান্ট, বিউবো, সৈয়দপুর",,,,FALSE,150
608,ESU Zury (Residential Engineer),"জুড়ী বিদ্যুৎ সরবরাহ, বিউবো, মৌলভীবাজার",,,,FALSE,149
635,"O&M Circle, Jamalpur","পরিচালন ও সংরক্ষণ সার্কেল, বিউবো, জামালপুর।","Bojrapur, Jamalpur",,,FALSE,144
636,"RAO, Bibiyana Power Station, Habiganj","আহিদ, বিবিয়ানা বিদ্যুৎ কেন্দ্র, বিউবো, হবিগঞ্জ","Parkul, Nabiganj, Habiganj",,,TRUE,636
734,"Sales and Distribution Division, Sholoshahar","বিক্রয় ও বিতরণ বিভাগ, ষোলোশহর, বিউবো, চট্টগ্রাম",,,,FALSE,142
742,"Executive Engineer, 50 MW Siddhirganj Power Station","সিদ্ধিরগঞ্জ ৫০ মেঃওঃ তাপ বিদ্যুৎ কেন্দ্র, বিউবো, সিদ্ধিরগঞ্জ, নারায়ণগঞ্জ",,,,FALSE,156
743,Siddhirganj 210 MW Power Station Contruction Prooject,সিদ্ধিরগঞ্জ ২১০ মেঃওঃ বিদ্যুৎ কেন্দ্র নির্মাণ প্রকল্প,,,,FALSE,156
744,Syedpur Diesel Power Station,"সৈয়দপুর ডিজেল বিদ্যুৎ কেন্দ্র, বিউবো, সৈয়দপুর",,,,FALSE,150
779,Khulna 330 MW Combined Cycle Power Station,"খুলনা ৩৩০ মেঃওঃ কম্বাইন্ড সাইকেল বিদ্যুৎ কেন্দ্র, বিউবো, খুলনা",Khulna.,,,FALSE,162
781,Shahjibazar 100 MW GT Power Station,"শাহজীবাজার ১০০ মেঃ ওঃ গ্যাস টারবাইন বিদ্যুৎ কেন্দ্র , বিউবো, হবিগঞ্জ","Shahjibazar, Habigonj",,,FALSE,158
782,"Manager (Operation) Unit 3-4, Ghorashal Power Station","ব্যবস্থাপক (পরিচালন) এর দপ্তর, ৩-৪ ইউনিট, ঘোড়াশাল বিদ্যুৎ কেন্দ্র, বিউবো, পলাশ, নরসিংদী",,,,FALSE,157
988,Superintending Engineer - Rangamati,"পরিচালন ও সংরক্ষণ সার্কেল, বিউবো, রাঙ্গামাটি",,,,FALSE,141
989,"Office of the Manager (Maintenance) 210 MW, Rowzan, Chattagram","ব্যবস্থাপক (সংরক্ষণ) এর দপ্তর, রাউজান ২১০ মেঃওঃ বিদ্যুৎ কেন্দ্র, বিউবো, চট্টগ্রাম",,,,FALSE,154
996,"Sales and Distribution Division,  Division-2, Brahmanbaria","বিক্রয় ও বিতরণ বিভাগ-২, বিউবো, ব্রাহ্মণবাড়িয়া",,,,FALSE,147
